row,column,cor,p
Age.of.single.word,Age.of.first.phrase,0.7599678885180482,0
Age.of.single.word,Loss.of.Language.,-0.025703481963601237,0.7052356135726721
Age.of.first.phrase,Loss.of.Language.,-0.02482653334317712,0.7154785747109791
Age.of.single.word,Social.Total,-0.08419815416694582,0.2145713224149759
Age.of.first.phrase,Social.Total,-0.1129458518535527,0.09623942986861778
Loss.of.Language.,Social.Total,0.15620200280268046,0.020746673581807817
Age.of.single.word,Communication.Total,-0.015653135639351185,0.8178324716885874
Age.of.first.phrase,Communication.Total,-0.10396950965994338,0.12591366830540673
Loss.of.Language.,Communication.Total,0.1858944473907127,0.005791900468244737
Social.Total,Communication.Total,0.7272740804109679,0
Age.of.single.word,Behavioral.Total,-0.06220813664398709,0.35955377491352225
Age.of.first.phrase,Behavioral.Total,-0.13017734566708905,0.05496285977215565
Loss.of.Language.,Behavioral.Total,0.08987299667603164,0.18514773139526386
Social.Total,Behavioral.Total,0.24370914533392504,2.3835432547425484e-4
Communication.Total,Behavioral.Total,0.37905450816869823,4.963464084184466e-9
Age.of.single.word,Social.Affect.Total...New.Algorithm..Mod4.,-0.047972694723169416,0.48513227227329625
Age.of.first.phrase,Social.Affect.Total...New.Algorithm..Mod4.,-0.017669699718451216,0.7976548748216752
Loss.of.Language.,Social.Affect.Total...New.Algorithm..Mod4.,0.1360599077009701,0.046813710331953695
Social.Total,Social.Affect.Total...New.Algorithm..Mod4.,0.16532483894136482,0.0145335349611182
Communication.Total,Social.Affect.Total...New.Algorithm..Mod4.,0.04493396387400353,0.5092786933295455
Behavioral.Total,Social.Affect.Total...New.Algorithm..Mod4.,-0.024626245794197858,0.7176759195391946
Age.of.single.word,Behavioral.Total...New.Algorithm..Mod4.,-0.03156474266469053,0.6461175557321965
Age.of.first.phrase,Behavioral.Total...New.Algorithm..Mod4.,-0.035570232823992326,0.6056874460896009
Loss.of.Language.,Behavioral.Total...New.Algorithm..Mod4.,-0.08399361049708429,0.2210700710960105
Social.Total,Behavioral.Total...New.Algorithm..Mod4.,0.03630676528249815,0.5939249747492061
Communication.Total,Behavioral.Total...New.Algorithm..Mod4.,0.03883226076868701,0.5684943526214103
Behavioral.Total,Behavioral.Total...New.Algorithm..Mod4.,0.0713230339938976,0.2944757899425694
Social.Affect.Total...New.Algorithm..Mod4.,Behavioral.Total...New.Algorithm..Mod4.,0.16716333293025762,0.00903364877490187
Age.of.single.word,ADOS.Total...New.Algorithm..Mod4.,-0.054406707841113,0.4284617212261237
Age.of.first.phrase,ADOS.Total...New.Algorithm..Mod4.,-0.02899607728065895,0.6739141977947227
Loss.of.Language.,ADOS.Total...New.Algorithm..Mod4.,0.08874868558779996,0.19593124341873658
Social.Total,ADOS.Total...New.Algorithm..Mod4.,0.16029457876237813,0.01786279655637313
Communication.Total,ADOS.Total...New.Algorithm..Mod4.,0.05455651511394977,0.42285185275019854
Behavioral.Total,ADOS.Total...New.Algorithm..Mod4.,0.005236579406085201,0.9387244270641089
Social.Affect.Total...New.Algorithm..Mod4.,ADOS.Total...New.Algorithm..Mod4.,0.9364392710752671,0
Behavioral.Total...New.Algorithm..Mod4.,ADOS.Total...New.Algorithm..Mod4.,0.5024315794449218,0
Age.of.single.word,Comparison.Score...New.Algorithm..Mod4.,-0.05665718045599077,0.40958087506045415
Age.of.first.phrase,Comparison.Score...New.Algorithm..Mod4.,-0.0387316960264569,0.5740102927050446
Loss.of.Language.,Comparison.Score...New.Algorithm..Mod4.,0.09376545274694167,0.1717352244223891
Social.Total,Comparison.Score...New.Algorithm..Mod4.,0.140688861560974,0.03792738362386583
Communication.Total,Comparison.Score...New.Algorithm..Mod4.,0.05865350920665364,0.38881294867119554
Behavioral.Total,Comparison.Score...New.Algorithm..Mod4.,-0.0013221768845414835,0.9845144453410861
Social.Affect.Total...New.Algorithm..Mod4.,Comparison.Score...New.Algorithm..Mod4.,0.9026219078394285,0
Behavioral.Total...New.Algorithm..Mod4.,Comparison.Score...New.Algorithm..Mod4.,0.4638824366327708,2.2648549702353193e-14
ADOS.Total...New.Algorithm..Mod4.,Comparison.Score...New.Algorithm..Mod4.,0.9566264490298048,0
Age.of.single.word,Verbal.Standard.Score,0.12027349949503978,0.07638696627630237
Age.of.first.phrase,Verbal.Standard.Score,0.1530451781636729,0.02414747044140242
Loss.of.Language.,Verbal.Standard.Score,-0.051132997216221464,0.45257998210007155
Social.Total,Verbal.Standard.Score,-0.29144750094394367,1.014016939349105e-5
Communication.Total,Verbal.Standard.Score,-0.22579903312748714,7.009319339459363e-4
Behavioral.Total,Verbal.Standard.Score,-0.10632829897692035,0.11415403019512649
Social.Affect.Total...New.Algorithm..Mod4.,Verbal.Standard.Score,-0.22714570737795378,3.681321295387896e-4
Behavioral.Total...New.Algorithm..Mod4.,Verbal.Standard.Score,-0.042304040771658474,0.5124791115557499
ADOS.Total...New.Algorithm..Mod4.,Verbal.Standard.Score,-0.21444560849354866,7.854630385251138e-4
Comparison.Score...New.Algorithm..Mod4.,Verbal.Standard.Score,-0.17421424786108652,0.0065893854649075045
Age.of.single.word,Nonverbal.Reasoning.Standard.Score,0.10858481849312848,0.10987635858998468
Age.of.first.phrase,Nonverbal.Reasoning.Standard.Score,0.16446410528740177,0.01529775375228093
Loss.of.Language.,Nonverbal.Reasoning.Standard.Score,0.08830911745601788,0.19397429366004992
Social.Total,Nonverbal.Reasoning.Standard.Score,-0.1513006431884231,0.0241585960362376
Communication.Total,Nonverbal.Reasoning.Standard.Score,-0.09378665278690552,0.16374916504279158
Behavioral.Total,Nonverbal.Reasoning.Standard.Score,-0.03680991151489639,0.585379368262251
Social.Affect.Total...New.Algorithm..Mod4.,Nonverbal.Reasoning.Standard.Score,-0.14577950405185744,0.023317900254459012
Behavioral.Total...New.Algorithm..Mod4.,Nonverbal.Reasoning.Standard.Score,-0.0779792415879296,0.22680396778986323
ADOS.Total...New.Algorithm..Mod4.,Nonverbal.Reasoning.Standard.Score,-0.15575310930377642,0.01529895886848398
Comparison.Score...New.Algorithm..Mod4.,Nonverbal.Reasoning.Standard.Score,-0.1275369509857006,0.047497456354099965
Verbal.Standard.Score,Nonverbal.Reasoning.Standard.Score,0.636308629510283,0
Age.of.single.word,Spatial.Standard.Score,0.1270725439584282,0.06106603348292472
Age.of.first.phrase,Spatial.Standard.Score,0.18498001583274434,0.00627961953536893
Loss.of.Language.,Spatial.Standard.Score,-0.01940595504020665,0.7757168841988518
Social.Total,Spatial.Standard.Score,-0.11231383504889429,0.09506246532209683
Communication.Total,Spatial.Standard.Score,-0.13924205293999453,0.038166941185143743
Behavioral.Total,Spatial.Standard.Score,-0.14077923055029487,0.03606689138377828
Social.Affect.Total...New.Algorithm..Mod4.,Spatial.Standard.Score,-0.14047366553847954,0.028904434072746454
Behavioral.Total...New.Algorithm..Mod4.,Spatial.Standard.Score,-0.0595929383765218,0.3559710804892213
ADOS.Total...New.Algorithm..Mod4.,Spatial.Standard.Score,-0.14454017789897147,0.0245317881188285
Comparison.Score...New.Algorithm..Mod4.,Spatial.Standard.Score,-0.13313003305148358,0.038497763453106515
Verbal.Standard.Score,Spatial.Standard.Score,0.5539593870142178,0
Nonverbal.Reasoning.Standard.Score,Spatial.Standard.Score,0.6734263339178026,0
Age.of.single.word,General.Conceptual.Ability.Standard.Score,0.1371416358796599,0.04309395467494559
Age.of.first.phrase,General.Conceptual.Ability.Standard.Score,0.18988098459775818,0.005007595347501059
Loss.of.Language.,General.Conceptual.Ability.Standard.Score,0.004335441329405273,0.9492534496337872
Social.Total,General.Conceptual.Ability.Standard.Score,-0.2117063365185301,0.00151088597482274
Communication.Total,General.Conceptual.Ability.Standard.Score,-0.17254106521808293,0.010005562877779761
Behavioral.Total,General.Conceptual.Ability.Standard.Score,-0.10322030560445482,0.12518610352677828
Social.Affect.Total...New.Algorithm..Mod4.,General.Conceptual.Ability.Standard.Score,-0.19391830707741398,0.002446715332335314
Behavioral.Total...New.Algorithm..Mod4.,General.Conceptual.Ability.Standard.Score,-0.06375768642017846,0.3232962661496539
ADOS.Total...New.Algorithm..Mod4.,General.Conceptual.Ability.Standard.Score,-0.1929324651515669,0.0025769644453050855
Comparison.Score...New.Algorithm..Mod4.,General.Conceptual.Ability.Standard.Score,-0.1632980743778144,0.010950628216027436
Verbal.Standard.Score,General.Conceptual.Ability.Standard.Score,0.8508980023382298,0
Nonverbal.Reasoning.Standard.Score,General.Conceptual.Ability.Standard.Score,0.895037576574417,0
Spatial.Standard.Score,General.Conceptual.Ability.Standard.Score,0.8415184981298266,0
Age.of.single.word,Spatial.Nonverbal.Composite.Standard.Score,0.12540236659346946,0.06907379951329551
Age.of.first.phrase,Spatial.Nonverbal.Composite.Standard.Score,0.18570747394215564,0.006962995284286677
Loss.of.Language.,Spatial.Nonverbal.Composite.Standard.Score,0.0417702552646274,0.5462378860204502
Social.Total,Spatial.Nonverbal.Composite.Standard.Score,-0.14656712983654963,0.031699291048004063
Communication.Total,Spatial.Nonverbal.Composite.Standard.Score,-0.13066999532465645,0.05574303987763751
Behavioral.Total,Spatial.Nonverbal.Composite.Standard.Score,-0.10102446456422554,0.13982207456602924
Social.Affect.Total...New.Algorithm..Mod4.,Spatial.Nonverbal.Composite.Standard.Score,-0.1559305741567416,0.01651121337489614
Behavioral.Total...New.Algorithm..Mod4.,Spatial.Nonverbal.Composite.Standard.Score,-0.07866118479159519,0.228641308776929
ADOS.Total...New.Algorithm..Mod4.,Spatial.Nonverbal.Composite.Standard.Score,-0.1648044590294278,0.011222481630224213
Comparison.Score...New.Algorithm..Mod4.,Spatial.Nonverbal.Composite.Standard.Score,-0.14356616994628935,0.027437863959517417
Verbal.Standard.Score,Spatial.Nonverbal.Composite.Standard.Score,0.6321804307499741,0
Nonverbal.Reasoning.Standard.Score,Spatial.Nonverbal.Composite.Standard.Score,0.9075196758986871,0
Spatial.Standard.Score,Spatial.Nonverbal.Composite.Standard.Score,0.8701432999286983,0
General.Conceptual.Ability.Standard.Score,Spatial.Nonverbal.Composite.Standard.Score,0.9209265701044561,0
Age.of.single.word,Communication.Standard.Score,0.02982680146134513,0.6673795631774735
Age.of.first.phrase,Communication.Standard.Score,0.1214658843070085,0.07977841614207692
Loss.of.Language.,Communication.Standard.Score,-0.09097785433115775,0.18909861970165665
Social.Total,Communication.Standard.Score,-0.27596470255200434,4.2557491793715485e-5
Communication.Total,Communication.Standard.Score,-0.2795889741026743,3.337464923691691e-5
Behavioral.Total,Communication.Standard.Score,-0.133729701151456,0.05074582086842039
Social.Affect.Total...New.Algorithm..Mod4.,Communication.Standard.Score,-0.15335728241790605,0.022584127544761134
Behavioral.Total...New.Algorithm..Mod4.,Communication.Standard.Score,-0.029718724529035758,0.6603773210078558
ADOS.Total...New.Algorithm..Mod4.,Communication.Standard.Score,-0.1466989222010354,0.02923684832689366
Comparison.Score...New.Algorithm..Mod4.,Communication.Standard.Score,-0.09933012406252019,0.14104326912007137
Verbal.Standard.Score,Communication.Standard.Score,0.35578056739789765,1.3322676295501878e-15
Nonverbal.Reasoning.Standard.Score,Communication.Standard.Score,0.29780058976269946,3.838973583469851e-11
Spatial.Standard.Score,Communication.Standard.Score,0.3166674248295978,1.7750245717707003e-12
General.Conceptual.Ability.Standard.Score,Communication.Standard.Score,0.3671380405364371,0
Spatial.Nonverbal.Composite.Standard.Score,Communication.Standard.Score,0.34732452298546085,2.930988785010413e-14
Age.of.single.word,Living.Skills.Standard.Score,0.013422711060277016,0.8463116271310316
Age.of.first.phrase,Living.Skills.Standard.Score,0.08500762265701438,0.2199178866072189
Loss.of.Language.,Living.Skills.Standard.Score,-0.004161075385162896,0.9520884817382735
Social.Total,Living.Skills.Standard.Score,-0.23774480702710937,4.376841620237215e-4
Communication.Total,Living.Skills.Standard.Score,-0.26672848464914556,7.488952752154887e-5
Behavioral.Total,Living.Skills.Standard.Score,-0.16229358923948864,0.017236228681217103
Social.Affect.Total...New.Algorithm..Mod4.,Living.Skills.Standard.Score,-0.06630189787770832,0.32541960780652124
Behavioral.Total...New.Algorithm..Mod4.,Living.Skills.Standard.Score,0.04491574454297023,0.5055468394127023
ADOS.Total...New.Algorithm..Mod4.,Living.Skills.Standard.Score,-0.04194855842056726,0.5340965328814105
Comparison.Score...New.Algorithm..Mod4.,Living.Skills.Standard.Score,-0.010216680365397895,0.8796840845134339
Verbal.Standard.Score,Living.Skills.Standard.Score,0.2441076411882259,7.358062514839503e-8
Nonverbal.Reasoning.Standard.Score,Living.Skills.Standard.Score,0.19591431285875416,1.7406931378083357e-5
Spatial.Standard.Score,Living.Skills.Standard.Score,0.25093042952011646,3.067144582757919e-8
General.Conceptual.Ability.Standard.Score,Living.Skills.Standard.Score,0.25702308795467954,1.3735393711300503e-8
Spatial.Nonverbal.Composite.Standard.Score,Living.Skills.Standard.Score,0.2659790360466562,8.962076414320563e-9
Communication.Standard.Score,Living.Skills.Standard.Score,0.7960099423998125,0
Age.of.single.word,Socialization.Standard.Score,0.038717634858872474,0.5759740614893953
Age.of.first.phrase,Socialization.Standard.Score,0.06283362763892827,0.3649323717525135
Loss.of.Language.,Socialization.Standard.Score,3.3041524366950745e-4,0.9961932692962783
Social.Total,Socialization.Standard.Score,-0.3404846815088199,3.102701642276884e-7
Communication.Total,Socialization.Standard.Score,-0.29764890050508147,8.99605690696248e-6
Behavioral.Total,Socialization.Standard.Score,-0.20138758704404605,0.0030154593195019785
Social.Affect.Total...New.Algorithm..Mod4.,Socialization.Standard.Score,-0.20105942105708718,0.0026159179204876537
Behavioral.Total...New.Algorithm..Mod4.,Socialization.Standard.Score,0.00836654525247639,0.9013492002411532
ADOS.Total...New.Algorithm..Mod4.,Socialization.Standard.Score,-0.17477447430642565,0.009067574223232011
Comparison.Score...New.Algorithm..Mod4.,Socialization.Standard.Score,-0.13206050388187504,0.04939519216248467
Verbal.Standard.Score,Socialization.Standard.Score,0.2862359669161847,2.1720247822543115e-10
Nonverbal.Reasoning.Standard.Score,Socialization.Standard.Score,0.2415072135340853,1.0201531042142165e-7
Spatial.Standard.Score,Socialization.Standard.Score,0.2803382451413996,5.222138277360955e-10
General.Conceptual.Ability.Standard.Score,Socialization.Standard.Score,0.2999929712474119,2.5885293908345375e-11
Spatial.Nonverbal.Composite.Standard.Score,Socialization.Standard.Score,0.305846578341886,2.8983926370074187e-11
Communication.Standard.Score,Socialization.Standard.Score,0.7854724649278454,0
Living.Skills.Standard.Score,Socialization.Standard.Score,0.7834876620315651,0
Age.of.single.word,Adaptive.Behavior.Composite.Standard.Score,0.017169878267896208,0.8046386853245298
Age.of.first.phrase,Adaptive.Behavior.Composite.Standard.Score,0.08591347627599695,0.21613313228700548
Loss.of.Language.,Adaptive.Behavior.Composite.Standard.Score,-0.03355859614624253,0.6287096470134095
Social.Total,Adaptive.Behavior.Composite.Standard.Score,-0.30458378679471426,5.68260217992389e-6
Communication.Total,Adaptive.Behavior.Composite.Standard.Score,-0.3006950800319518,7.567258423657464e-6
Behavioral.Total,Adaptive.Behavior.Composite.Standard.Score,-0.180502939220463,0.00812474137126129
Social.Affect.Total...New.Algorithm..Mod4.,Adaptive.Behavior.Composite.Standard.Score,-0.14862147087721186,0.02716274358483739
Behavioral.Total...New.Algorithm..Mod4.,Adaptive.Behavior.Composite.Standard.Score,0.00674163447044141,0.9206187131459054
ADOS.Total...New.Algorithm..Mod4.,Adaptive.Behavior.Composite.Standard.Score,-0.1289971055722756,0.05551639642305073
Comparison.Score...New.Algorithm..Mod4.,Adaptive.Behavior.Composite.Standard.Score,-0.08184201580849723,0.22558765185667884
Verbal.Standard.Score,Adaptive.Behavior.Composite.Standard.Score,0.30770021768219297,7.864375817234759e-12
Nonverbal.Reasoning.Standard.Score,Adaptive.Behavior.Composite.Standard.Score,0.25350590540425333,2.2657562714911705e-8
Spatial.Standard.Score,Adaptive.Behavior.Composite.Standard.Score,0.29342951886702345,7.585443384527935e-11
General.Conceptual.Ability.Standard.Score,Adaptive.Behavior.Composite.Standard.Score,0.31999479463508806,1.0085265955694922e-12
Spatial.Nonverbal.Composite.Standard.Score,Adaptive.Behavior.Composite.Standard.Score,0.3180626827648101,4.390710017787569e-12
Communication.Standard.Score,Adaptive.Behavior.Composite.Standard.Score,0.9221901008215374,0
Living.Skills.Standard.Score,Adaptive.Behavior.Composite.Standard.Score,0.9263906882475429,0
Socialization.Standard.Score,Adaptive.Behavior.Composite.Standard.Score,0.9215627619371135,0
Age.of.single.word,Social.Awareness,0.008800438495966678,0.9033205626515448
Age.of.first.phrase,Social.Awareness,0.015840252457912547,0.8269273630271587
Loss.of.Language.,Social.Awareness,0.07322093431141172,0.31155292980656357
Social.Total,Social.Awareness,0.24537989483682504,5.272905348450152e-4
Communication.Total,Social.Awareness,0.22257390457678886,0.0017154407522195214
Behavioral.Total,Social.Awareness,0.15211238410914668,0.03330783709206253
Social.Affect.Total...New.Algorithm..Mod4.,Social.Awareness,0.1072828953547981,0.1314946945491462
Behavioral.Total...New.Algorithm..Mod4.,Social.Awareness,0.031766484790757984,0.6560228704877427
ADOS.Total...New.Algorithm..Mod4.,Social.Awareness,0.10583132841537603,0.1368271799494709
Comparison.Score...New.Algorithm..Mod4.,Social.Awareness,0.10260031775823343,0.1492893599789049
Verbal.Standard.Score,Social.Awareness,-0.3108615583488033,2.2184032388850028e-11
Nonverbal.Reasoning.Standard.Score,Social.Awareness,-0.2532478305084621,6.534424046300558e-8
Spatial.Standard.Score,Social.Awareness,-0.292173514169875,3.622455668761404e-10
General.Conceptual.Ability.Standard.Score,Social.Awareness,-0.3217822147569439,3.948841253986757e-12
Spatial.Nonverbal.Composite.Standard.Score,Social.Awareness,-0.3040105692379492,1.7913404093405916e-10
Communication.Standard.Score,Social.Awareness,-0.638944460020916,0
Living.Skills.Standard.Score,Social.Awareness,-0.566683905421933,0
Socialization.Standard.Score,Social.Awareness,-0.7360239872729549,0
Adaptive.Behavior.Composite.Standard.Score,Social.Awareness,-0.6866225374421338,0
Age.of.single.word,Social.Cognition,-8.631179049552265e-4,0.9905702198844144
Age.of.first.phrase,Social.Cognition,-0.09807098477408545,0.17825672838769324
Loss.of.Language.,Social.Cognition,0.057887437523631895,0.4275894638413642
Social.Total,Social.Cognition,0.29918175326695917,2.3726667063073137e-5
Communication.Total,Social.Cognition,0.2581199509577131,2.8981997349175614e-4
Behavioral.Total,Social.Cognition,0.2660200391005987,1.845597281673328e-4
Social.Affect.Total...New.Algorithm..Mod4.,Social.Cognition,0.05356769833924107,0.45469494985963776
Behavioral.Total...New.Algorithm..Mod4.,Social.Cognition,-0.020172903850578097,0.778428931833391
ADOS.Total...New.Algorithm..Mod4.,Social.Cognition,0.03925303953145252,0.5839338181855493
Comparison.Score...New.Algorithm..Mod4.,Social.Cognition,0.04089978930322613,0.5682426239675125
Verbal.Standard.Score,Social.Cognition,-0.4117458913616479,0
Nonverbal.Reasoning.Standard.Score,Social.Cognition,-0.3346177311664547,6.039613253960852e-13
Spatial.Standard.Score,Social.Cognition,-0.3800951252156442,0
General.Conceptual.Ability.Standard.Score,Social.Cognition,-0.4245590080689793,0
Spatial.Nonverbal.Composite.Standard.Score,Social.Cognition,-0.39896393347563813,0
Communication.Standard.Score,Social.Cognition,-0.6896385550906212,0
Living.Skills.Standard.Score,Social.Cognition,-0.599689978699525,0
Socialization.Standard.Score,Social.Cognition,-0.7690071238044226,0
Adaptive.Behavior.Composite.Standard.Score,Social.Cognition,-0.7273245696761306,0
Social.Awareness,Social.Cognition,0.8714783155380351,0
Age.of.single.word,Social.Communication,-0.022421109111122196,0.7588031541212619
Age.of.first.phrase,Social.Communication,-0.09560936079951535,0.1894541689408804
Loss.of.Language.,Social.Communication,0.06632536825357116,0.36324416338175336
Social.Total,Social.Communication,0.2984430116671163,2.49066850135371e-5
Communication.Total,Social.Communication,0.2036598341783463,0.0045002239028777424
Behavioral.Total,Social.Communication,0.1807856417747816,0.011869329147784047
Social.Affect.Total...New.Algorithm..Mod4.,Social.Communication,0.16007248172528216,0.024644159394611176
Behavioral.Total...New.Algorithm..Mod4.,Social.Communication,0.05777532111671306,0.41999571390530255
ADOS.Total...New.Algorithm..Mod4.,Social.Communication,0.1617754639618622,0.02313739782142532
Comparison.Score...New.Algorithm..Mod4.,Social.Communication,0.15827440583101446,0.026325852966631258
Verbal.Standard.Score,Social.Communication,-0.33745369569994577,3.745892485085278e-13
Nonverbal.Reasoning.Standard.Score,Social.Communication,-0.2972593781604144,2.0879808992901872e-10
Spatial.Standard.Score,Social.Communication,-0.3412022844014142,1.9761969838327786e-13
General.Conceptual.Ability.Standard.Score,Social.Communication,-0.36769231170495265,1.7763568394002505e-15
Spatial.Nonverbal.Composite.Standard.Score,Social.Communication,-0.3600407809867435,3.064215547965432e-14
Communication.Standard.Score,Social.Communication,-0.6997677017405274,0
Living.Skills.Standard.Score,Social.Communication,-0.6158962833785038,0
Socialization.Standard.Score,Social.Communication,-0.7943225902944178,0
Adaptive.Behavior.Composite.Standard.Score,Social.Communication,-0.7470889856615186,0
Social.Awareness,Social.Communication,0.8846659958975442,0
Social.Cognition,Social.Communication,0.9332438796737607,0
Age.of.single.word,Social.Motivation,0.12933494948851165,0.0745523838240385
Age.of.first.phrase,Social.Motivation,0.07063328220961179,0.3315598033365861
Loss.of.Language.,Social.Motivation,0.09875370761463317,0.17409301175157665
Social.Total,Social.Motivation,0.21755472698000647,0.0023099422124328584
Communication.Total,Social.Motivation,0.07619115979423785,0.2910150052588063
Behavioral.Total,Social.Motivation,0.1883881988610534,0.008523849768068636
Social.Affect.Total...New.Algorithm..Mod4.,Social.Motivation,0.18350982482889908,0.009844319487904762
Behavioral.Total...New.Algorithm..Mod4.,Social.Motivation,-0.08797754873359957,0.21894030954330201
ADOS.Total...New.Algorithm..Mod4.,Social.Motivation,0.1275362995490677,0.0741047633057601
Comparison.Score...New.Algorithm..Mod4.,Social.Motivation,0.08577504059888805,0.23073849385328926
Verbal.Standard.Score,Social.Motivation,-0.28417122064259925,1.2292935558377849e-9
Nonverbal.Reasoning.Standard.Score,Social.Motivation,-0.2561841799706855,4.872240633169156e-8
Spatial.Standard.Score,Social.Motivation,-0.28079785614855607,1.9589116995177847e-9
General.Conceptual.Ability.Standard.Score,Social.Motivation,-0.31126276649409146,2.3133717164114387e-11
Spatial.Nonverbal.Composite.Standard.Score,Social.Motivation,-0.30442445709392674,1.8643797616846314e-10
Communication.Standard.Score,Social.Motivation,-0.6150615417436088,0
Living.Skills.Standard.Score,Social.Motivation,-0.5372707378057612,0
Socialization.Standard.Score,Social.Motivation,-0.6882367019248538,0
Adaptive.Behavior.Composite.Standard.Score,Social.Motivation,-0.6517795079802483,0
Social.Awareness,Social.Motivation,0.7377628786405481,0
Social.Cognition,Social.Motivation,0.7779452071418433,0
Social.Communication,Social.Motivation,0.8268838093307934,0
Age.of.single.word,Restricted.Interest.and.Repetitive.Behavior,-0.006039013101977331,0.9346234273819878
Age.of.first.phrase,Restricted.Interest.and.Repetitive.Behavior,-0.09146972646147698,0.2131117180449631
Loss.of.Language.,Restricted.Interest.and.Repetitive.Behavior,0.1477743933791998,0.04355695912267654
Social.Total,Restricted.Interest.and.Repetitive.Behavior,0.12187623654781243,0.09391216860004259
Communication.Total,Restricted.Interest.and.Repetitive.Behavior,0.1634478767071069,0.02424142889569092
Behavioral.Total,Restricted.Interest.and.Repetitive.Behavior,0.36028687878576304,3.2911261715895535e-7
Social.Affect.Total...New.Algorithm..Mod4.,Restricted.Interest.and.Repetitive.Behavior,0.03301855299969403,0.6484957396803224
Behavioral.Total...New.Algorithm..Mod4.,Restricted.Interest.and.Repetitive.Behavior,0.11492952089857161,0.11148398874671583
ADOS.Total...New.Algorithm..Mod4.,Restricted.Interest.and.Repetitive.Behavior,0.07168879341108221,0.3218133948381532
Comparison.Score...New.Algorithm..Mod4.,Restricted.Interest.and.Repetitive.Behavior,0.0754016502734835,0.2973222514530873
Verbal.Standard.Score,Restricted.Interest.and.Repetitive.Behavior,-0.3525061766107953,8.038014698286133e-14
Nonverbal.Reasoning.Standard.Score,Restricted.Interest.and.Repetitive.Behavior,-0.3196608682550349,1.6683543435647152e-11
Spatial.Standard.Score,Restricted.Interest.and.Repetitive.Behavior,-0.3881372313849175,0
General.Conceptual.Ability.Standard.Score,Restricted.Interest.and.Repetitive.Behavior,-0.4000330587486175,0
Spatial.Nonverbal.Composite.Standard.Score,Restricted.Interest.and.Repetitive.Behavior,-0.39539097885690216,0
Communication.Standard.Score,Restricted.Interest.and.Repetitive.Behavior,-0.6622042213447381,0
Living.Skills.Standard.Score,Restricted.Interest.and.Repetitive.Behavior,-0.6055802826904139,0
Socialization.Standard.Score,Restricted.Interest.and.Repetitive.Behavior,-0.736799353776726,0
Adaptive.Behavior.Composite.Standard.Score,Restricted.Interest.and.Repetitive.Behavior,-0.705345640060897,0
Social.Awareness,Restricted.Interest.and.Repetitive.Behavior,0.8336435469979433,0
Social.Cognition,Restricted.Interest.and.Repetitive.Behavior,0.9085362039647905,0
Social.Communication,Restricted.Interest.and.Repetitive.Behavior,0.9076651848270153,0
Social.Motivation,Restricted.Interest.and.Repetitive.Behavior,0.768409676654061,0
Age.of.single.word,Awareness.T.Score,0.019630647789456376,0.7869601944172495
Age.of.first.phrase,Awareness.T.Score,0.026862165647872024,0.7114947878593059
Loss.of.Language.,Awareness.T.Score,0.054964783346304454,0.44892185061648027
Social.Total,Awareness.T.Score,0.22900790853697062,0.001280718367938416
Communication.Total,Awareness.T.Score,0.20695518690566878,0.0036974170982841947
Behavioral.Total,Awareness.T.Score,0.14649617189364725,0.04099367374536422
Social.Affect.Total...New.Algorithm..Mod4.,Awareness.T.Score,0.0836020506203788,0.24040346082082698
Behavioral.Total...New.Algorithm..Mod4.,Awareness.T.Score,0.03521205137894939,0.6214819903330093
ADOS.Total...New.Algorithm..Mod4.,Awareness.T.Score,0.08639432259785769,0.22500205868446077
Comparison.Score...New.Algorithm..Mod4.,Awareness.T.Score,0.08012856154763086,0.2605713841552333
Verbal.Standard.Score,Awareness.T.Score,-0.29443078193632916,2.7368107780034734e-10
Nonverbal.Reasoning.Standard.Score,Awareness.T.Score,-0.24553006943630826,1.7173368727085858e-7
Spatial.Standard.Score,Awareness.T.Score,-0.290387053649036,4.898248473494959e-10
General.Conceptual.Ability.Standard.Score,Awareness.T.Score,-0.31183400534945505,2.0100809905443384e-11
Spatial.Nonverbal.Composite.Standard.Score,Awareness.T.Score,-0.29809887790904555,4.3551073858338896e-10
Communication.Standard.Score,Awareness.T.Score,-0.6264100787479095,0
Living.Skills.Standard.Score,Awareness.T.Score,-0.551251991608913,0
Socialization.Standard.Score,Awareness.T.Score,-0.7284430188891468,0
Adaptive.Behavior.Composite.Standard.Score,Awareness.T.Score,-0.6748122948538909,0
Social.Awareness,Awareness.T.Score,0.9970179796213418,0
Social.Cognition,Awareness.T.Score,0.8694415968807435,0
Social.Communication,Awareness.T.Score,0.8830557293440172,0
Social.Motivation,Awareness.T.Score,0.7394440088523525,0
Restricted.Interest.and.Repetitive.Behavior,Awareness.T.Score,0.8280793662190263,0
Age.of.single.word,Cognition.T.Score,0.018497137536316394,0.8000328295970844
Age.of.first.phrase,Cognition.T.Score,-0.07618198648269567,0.2961682681376714
Loss.of.Language.,Cognition.T.Score,0.04771483240939775,0.5132819594663511
Social.Total,Cognition.T.Score,0.28731659946041294,5.092170750486957e-5
Communication.Total,Cognition.T.Score,0.243021595988991,6.606000223727815e-4
Behavioral.Total,Cognition.T.Score,0.25572662204413443,3.31363746052471e-4
Social.Affect.Total...New.Algorithm..Mod4.,Cognition.T.Score,0.024342052549859255,0.7342081812457582
Behavioral.Total...New.Algorithm..Mod4.,Cognition.T.Score,-0.0224440775402893,0.7542408680926886
